method,url,src_ip,dst_ip
GET,http://192.168.100.1/,192.168.100.2,192.168.100.1
GET,http://192.168.100.1/,192.168.100.2,192.168.100.1
GET,http://192.168.100.1/,192.168.100.2,192.168.100.1
GET,http://192.168.100.1/,192.168.100.2,192.168.100.1
